price;build_year;year;road_name;bon;bu;gungu;serial;gr_code;road_code;bgd;bgd_bon;bgd_bu;bgd_sigungu;bgd_emd;bgd_gibun;apt_name;month;day;serial2;size;gibun;area_code;floor;price_by_area;deal_ymd
213000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;7;1;11710-5957;135,8200;44;11710;32;5175;2019-07-01
153000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;7;1;11710-5957;84,8200;44;11710;4;5952;2019-07-01
197000;1981;2019;올림픽로4길;00042;00000;11710;01;0;4169439; 잠실동;0101;0001;11710;10100;1;우성아파트;7;2;11710-159;131,0800;101-1;11710;4;4959;2019-07-02
220000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;7;2;11710-6249;124,2200;22;11710;31;5844;2019-07-02
170000;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;7;2;11710-6028;84,8300;35;11710;18;6613;2019-07-02
135000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;7;2;11710-5957;59,9700;44;11710;9;7428;2019-07-02
200000;1981;2019;올림픽로4길;00042;00000;11710;01;0;4169439; 잠실동;0101;0001;11710;10100;1;우성아파트;7;2;11710-159;136,3400;101-1;11710;3;4840;2019-07-02
195560;1978;2019;송파대로;00567;00000;11710;01;0;2005011; 잠실동;0027;0000;11710;10100;1;주공아파트 5단지;7;3;11710-164;76,5000;27;11710;6;8435;2019-07-03
175000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;7;3;11710-6346;84,8800;19;11710;14;6803;2019-07-03
179000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;7;3;11710-6346;84,8000;19;11710;13;6965;2019-07-03
155000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;7;3;11710-6346;59,9600;19;11710;5;8530;2019-07-03
115000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;7;3;11710-6249;84,9900;22;11710;10;4465;2019-07-03
176500;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;7;3;11710-6249;84,9900;22;11710;10;6853;2019-07-03
82700;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;7;3;11710-6249;27,6800;22;11710;15;9859;2019-07-03
165000;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;7;3;11710-6028;84,9500;35;11710;21;6409;2019-07-03
177000;2005;2019;올림픽로;00212;00000;11710;01;0;3123023; 잠실동;0040;0000;11710;10100;1;갤러리아팰리스;7;3;11710-281;151,9990;40;11710;37;3842;2019-07-03
194500;1978;2019;송파대로;00567;00000;11710;01;0;2005011; 잠실동;0027;0000;11710;10100;1;주공아파트 5단지;7;4;11710-164;76,5000;27;11710;12;8390;2019-07-04
175000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;7;4;11710-6346;84,8000;19;11710;7;6810;2019-07-04
165000;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;7;4;11710-6028;84,8300;35;11710;8;6418;2019-07-04
156000;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;7;4;11710-6028;84,8300;35;11710;2;6068;2019-07-04
140500;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;7;4;11710-6028;59,8800;35;11710;10;7742;2019-07-04
162000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;7;4;11710-5957;84,8200;44;11710;16;6302;2019-07-04
94500;2005;2019;올림픽로;00074;00000;11710;01;0;3123023; 잠실동;0175;0004;11710;10100;1;잠실월드메르디앙;7;4;11710-5571;82,0100;175-4;11710;5;3802;2019-07-04
107000;1990;2019;백제고분로18길;00007;00000;11710;00;0;4169170; 잠실동;0331;0000;11710;10100;1;현대;7;4;11710-165;84,6800;331;11710;12;4169;2019-07-04
196000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;7;5;11710-5957;136,7400;44;11710;24;4730;2019-07-05
162000;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;7;5;11710-6028;84,8300;35;11710;13;6302;2019-07-05
195560;1978;2019;송파대로;00567;00000;11710;01;0;2005011; 잠실동;0027;0000;11710;10100;1;주공아파트 5단지;7;6;11710-164;76,5000;27;11710;7;8435;2019-07-06
182000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;7;6;11710-6346;84,8000;19;11710;17;7082;2019-07-06
152000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;7;6;11710-6346;59,9600;19;11710;7;8365;2019-07-06
175000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;7;6;11710-6249;84,9900;22;11710;16;6794;2019-07-06
183000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;7;6;11710-6249;84,9900;22;11710;17;7105;2019-07-06
180000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;7;6;11710-6249;84,9900;22;11710;23;6989;2019-07-06
85000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;7;6;11710-6249;27,6800;22;11710;28;10133;2019-07-06
93000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;7;6;11710-6249;27,6800;22;11710;8;11087;2019-07-06
175000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;7;6;11710-6249;84,9900;22;11710;3;6794;2019-07-06
145000;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;7;6;11710-6028;59,8800;35;11710;19;7990;2019-07-06
138000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;7;6;11710-5957;59,9700;44;11710;24;7593;2019-07-06
105000;1990;2019;백제고분로18길;00007;00000;11710;01;0;4169170; 잠실동;0331;0000;11710;10100;1;현대;7;6;11710-165;84,6800;331;11710;6;4091;2019-07-06
192060;1978;2019;송파대로;00567;00000;11710;01;0;2005011; 잠실동;0027;0000;11710;10100;1;주공아파트 5단지;7;6;11710-164;76,5000;27;11710;15;8284;2019-07-06
160000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;7;8;11710-5957;84,8200;44;11710;13;6224;2019-07-08
170000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;7;8;11710-6249;84,9900;22;11710;3;6600;2019-07-08
180000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;7;8;11710-5957;116,1900;44;11710;8;5112;2019-07-08
220000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;7;8;11710-5957;135,8200;44;11710;17;5345;2019-07-08
151000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;7;8;11710-5957;84,8200;44;11710;28;5874;2019-07-08
197560;1978;2019;송파대로;00567;00000;11710;01;0;2005011; 잠실동;0027;0000;11710;10100;1;주공아파트 5단지;7;9;11710-164;76,5000;27;11710;6;8522;2019-07-09
160000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;7;9;11710-6346;84,8000;19;11710;1;6226;2019-07-09
152000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;7;9;11710-6249;59,9900;22;11710;10;8361;2019-07-09
150000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;7;9;11710-6249;59,9900;22;11710;11;8251;2019-07-09
183000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;7;9;11710-6249;84,9900;22;11710;10;7105;2019-07-09
186000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;7;9;11710-6249;84,9900;22;11710;25;7222;2019-07-09
195000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;7;9;11710-5957;136,7400;44;11710;3;4706;2019-07-09
162800;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;7;9;11710-5957;84,8200;44;11710;6;6333;2019-07-09
132000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;7;9;11710-5957;59,9700;44;11710;6;7263;2019-07-09
167500;2005;2019;올림픽로;00212;00000;11710;01;0;3123023; 잠실동;0040;0000;11710;10100;1;갤러리아팰리스;7;9;11710-281;151,6330;40;11710;19;3645;2019-07-09
78500;2005;2019;올림픽로;00074;00000;11710;01;0;3123023; 잠실동;0175;0004;11710;10100;1;잠실월드메르디앙;7;10;11710-5571;59,2300;175-4;11710;6;4373;2019-07-10
178000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;7;10;11710-6346;84,8000;19;11710;2;6926;2019-07-10
225000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;7;10;11710-6249;124,2200;22;11710;7;5977;2019-07-10
81000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;7;10;11710-6249;27,6800;22;11710;18;9656;2019-07-10
78500;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;7;10;11710-6249;27,6800;22;11710;11;9358;2019-07-10
149000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;7;10;11710-6249;59,9900;22;11710;9;8196;2019-07-10
149000;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;7;10;11710-6028;59,8800;35;11710;18;8211;2019-07-10
193500;1978;2019;송파대로;00567;00000;11710;01;0;2005011; 잠실동;0027;0000;11710;10100;1;주공아파트 5단지;7;11;11710-164;76,5000;27;11710;1;8347;2019-07-11
85000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;7;11;11710-6249;27,6800;22;11710;8;10133;2019-07-11
170000;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;7;11;11710-6028;84,8300;35;11710;8;6613;2019-07-11
227000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;7;11;11710-5957;135,8200;44;11710;13;5515;2019-07-11
170000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;7;11;11710-5957;116,1900;44;11710;5;4828;2019-07-11
180000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;7;11;11710-5957;116,1900;44;11710;14;5112;2019-07-11
88000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;7;12;11710-6249;27,6800;22;11710;27;10491;2019-07-12
186000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;7;12;11710-6346;84,8000;19;11710;17;7238;2019-07-12
211425;1978;2019;송파대로;00567;00000;11710;01;0;2005011; 잠실동;0027;0000;11710;10100;1;주공아파트 5단지;7;13;11710-164;82,6100;27;11710;10;8445;2019-07-13
221500;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;7;13;11710-6346;119,9300;19;11710;7;6094;2019-07-13
176000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;7;13;11710-6346;84,8000;19;11710;21;6849;2019-07-13
170000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;7;13;11710-6346;84,8000;19;11710;3;6615;2019-07-13
230000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;7;13;11710-6249;124,2200;22;11710;23;6110;2019-07-13
138000;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;7;13;11710-6028;59,8800;35;11710;17;7605;2019-07-13
168500;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;7;13;11710-6028;84,8300;35;11710;8;6554;2019-07-13
159500;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;7;13;11710-6028;84,9700;35;11710;25;6194;2019-07-13
197000;1978;2019;송파대로;00567;00000;11710;01;0;2005011; 잠실동;0027;0000;11710;10100;1;주공아파트 5단지;7;13;11710-164;76,5000;27;11710;8;8498;2019-07-13
178000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;7;15;11710-5957;116,1900;44;11710;16;5055;2019-07-15
179000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;7;15;11710-6346;84,8000;19;11710;21;6965;2019-07-15
82000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;7;15;11710-6249;27,6800;22;11710;15;9776;2019-07-15
145000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;7;16;11710-6346;59,9600;19;11710;22;7980;2019-07-16
220000;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;7;17;11710-6028;149,4500;35;11710;6;4857;2019-07-17
187000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;7;17;11710-6346;84,8000;19;11710;16;7277;2019-07-17
183000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;7;17;11710-6249;84,9900;22;11710;22;7105;2019-07-17
158000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;7;18;11710-6346;59,9600;19;11710;25;8695;2019-07-18
141000;1981;2019;올림픽로4길;00042;00000;11710;01;0;4169439; 잠실동;0101;0001;11710;10100;1;우성아파트;7;19;11710-159;80,3900;101-1;11710;7;5788;2019-07-19
134500;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;7;19;11710-5957;59,9700;44;11710;12;7401;2019-07-19
154000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;7;19;11710-5957;84,8200;44;11710;2;5991;2019-07-19
165000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;7;19;11710-5957;84,8200;44;11710;12;6419;2019-07-19
204000;1978;2019;송파대로;00567;00000;11710;01;0;2005011; 잠실동;0027;0000;11710;10100;1;주공아파트 5단지;7;19;11710-164;82,6100;27;11710;6;8149;2019-07-19
110000;1990;2019;백제고분로18길;00007;00000;11710;01;0;4169170; 잠실동;0331;0000;11710;10100;1;현대;8;1;11710-165;84,6800;331;11710;11;4286;2019-08-01
107500;1990;2019;백제고분로18길;00007;00000;11710;01;0;4169170; 잠실동;0331;0000;11710;10100;1;현대;8;1;11710-165;84,6700;331;11710;15;4189;2019-08-01
101000;1990;2019;백제고분로18길;00007;00000;11710;01;0;4169170; 잠실동;0331;0000;11710;10100;1;현대;8;3;11710-165;84,6800;331;11710;6;3935;2019-08-03
185000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;8;5;11710-5957;135,8200;44;11710;21;4494;2019-08-05
169500;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;8;5;11710-6028;84,8300;35;11710;15;6593;2019-08-05
201500;1978;2019;송파대로;00567;00000;11710;01;0;2005011; 잠실동;0027;0000;11710;10100;1;주공아파트 5단지;8;6;11710-164;82,6100;27;11710;2;8049;2019-08-06
155000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;8;6;11710-6346;59,9600;19;11710;29;8530;2019-08-06
230000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;8;6;11710-6249;124,2200;22;11710;7;6110;2019-08-06
185000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;8;6;11710-6249;84,9900;22;11710;25;7183;2019-08-06
288000;1986;2019;올림픽로4길;00015;00000;11710;01;0;4169439; 잠실동;0086;0000;11710;10100;1;아시아선수촌아파트;8;7;11710-158;151,0080;86;11710;5;6293;2019-08-07
156000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;8;7;11710-6346;59,9600;19;11710;19;8585;2019-08-07
163000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;8;7;11710-6346;59,9600;19;11710;13;8970;2019-08-07
185000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;8;7;11710-6249;84,9900;22;11710;25;7183;2019-08-07
160000;1981;2019;올림픽로4길;00042;00000;11710;01;0;4169439; 잠실동;0101;0001;11710;10100;1;우성아파트;8;7;11710-159;96,6500;101-1;11710;1;5463;2019-08-07
299000;1986;2019;올림픽로4길;00015;00000;11710;01;0;4169439; 잠실동;0086;0000;11710;10100;1;아시아선수촌아파트;8;7;11710-158;151,0080;86;11710;11;6534;2019-08-07
155000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;8;8;11710-5957;84,8200;44;11710;15;6030;2019-08-08
177000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;8;8;11710-6249;84,9900;22;11710;9;6872;2019-08-08
185000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;8;8;11710-6249;84,9900;22;11710;17;7183;2019-08-08
170000;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;8;9;11710-6028;84,8300;35;11710;6;6613;2019-08-09
155800;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;8;9;11710-6249;59,9900;22;11710;15;8570;2019-08-09
158000;1981;2019;올림픽로4길;00042;00000;11710;01;0;4169439; 잠실동;0101;0001;11710;10100;1;우성아파트;8;10;11710-159;96,0400;101-1;11710;1;5428;2019-08-10
190000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;8;10;11710-6346;84,9700;19;11710;18;7379;2019-08-10
151000;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;8;10;11710-6028;59,8800;35;11710;14;8321;2019-08-10
96500;1990;2019;백제고분로18길;00007;00000;11710;00;0;4169170; 잠실동;0331;0000;11710;10100;1;현대;8;10;11710-165;71,8200;331;11710;6;4434;2019-08-10
189560;1978;2019;송파대로;00567;00000;11710;01;0;2005011; 잠실동;0027;0000;11710;10100;1;주공아파트 5단지;8;12;11710-164;76,5000;27;11710;15;8177;2019-08-12
219500;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;8;12;11710-6249;124,2200;22;11710;3;5831;2019-08-12
230000;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;8;12;11710-6028;149,4500;35;11710;17;5078;2019-08-12
166000;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;8;12;11710-6028;84,9700;35;11710;11;6446;2019-08-12
166000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;8;13;11710-5957;84,8200;44;11710;4;6458;2019-08-13
187000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;8;13;11710-6249;84,9900;22;11710;5;7260;2019-08-13
214000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;8;14;11710-5957;135,8200;44;11710;23;5199;2019-08-14
187000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;8;15;11710-5957;116,1900;44;11710;5;5311;2019-08-15
88000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;8;15;11710-6249;27,6800;22;11710;29;10491;2019-08-15
179000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;8;15;11710-6249;84,9900;22;11710;26;6950;2019-08-15
131000;1983;2019;백제고분로18길;00030;00000;11710;01;0;4169170; 잠실동;0320;0000;11710;10100;1;우성4차;8;16;11710-160;95,8400;320;11710;11;4510;2019-08-16
150000;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;8;16;11710-6028;59,8800;35;11710;18;8266;2019-08-16
172000;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;8;17;11710-6028;84,8300;35;11710;17;6691;2019-08-17
245000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;8;17;11710-6346;119,9300;19;11710;13;6741;2019-08-17
169000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;8;17;11710-6346;84,8000;19;11710;1;6576;2019-08-17
157000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;8;17;11710-6346;59,9600;19;11710;7;8640;2019-08-17
182000;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;8;17;11710-6249;84,9900;22;11710;15;7066;2019-08-17
162000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;8;19;11710-5957;84,8200;44;11710;3;6302;2019-08-19
177300;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;8;19;11710-6028;84,8300;35;11710;17;6897;2019-08-19
149500;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;8;19;11710-6028;59,8800;35;11710;27;8238;2019-08-19
137000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;8;20;11710-5957;59,9700;44;11710;5;7538;2019-08-20
176000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;8;20;11710-6346;84,9700;19;11710;2;6835;2019-08-20
195000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;8;20;11710-6346;84,8000;19;11710;19;7588;2019-08-20
190000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;8;20;11710-5957;116,1900;44;11710;8;5396;2019-08-20
245000;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;8;21;11710-6028;149,4500;35;11710;23;5409;2019-08-21
185000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;8;21;11710-6346;84,8800;19;11710;12;7192;2019-08-21
189060;1978;2019;송파대로;00567;00000;11710;01;0;2005011; 잠실동;0027;0000;11710;10100;1;주공아파트 5단지;8;22;11710-164;76,5000;27;11710;8;8155;2019-08-22
183000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;8;22;11710-6346;84,8000;19;11710;7;7121;2019-08-22
194000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;8;22;11710-6346;84,8000;19;11710;12;7549;2019-08-22
166500;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;8;22;11710-6028;84,9500;35;11710;19;6467;2019-08-22
190000;2006;2019;잠실로;00088;00000;11710;01;0;3123015; 잠실동;0044;0000;11710;10100;1;레이크팰리스;8;22;11710-5957;116,1900;44;11710;23;5396;2019-08-22
185560;1978;2019;송파대로;00567;00000;11710;01;0;2005011; 잠실동;0027;0000;11710;10100;1;주공아파트 5단지;8;23;11710-164;76,5000;27;11710;4;8004;2019-08-23
190000;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;8;23;11710-6346;84,8000;19;11710;22;7393;2019-08-23
151000;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;8;23;11710-6028;59,8800;35;11710;4;8321;2019-08-23
186560;1978;2019;송파대로;00567;00000;11710;01;0;2005011; 잠실동;0027;0000;11710;10100;1;주공아파트 5단지;8;24;11710-164;76,5000;27;11710;12;8047;2019-08-24
154500;2008;2019;올림픽로;00099;00000;11710;01;0;3123023; 잠실동;0019;0000;11710;10100;1;잠실엘스;8;24;11710-6346;59,9600;19;11710;9;8503;2019-08-24
179500;2008;2019;올림픽로;00135;00000;11710;01;0;3123023; 잠실동;0022;0000;11710;10100;1;리센츠;8;24;11710-6249;84,9900;22;11710;9;6969;2019-08-24
167500;2007;2019;잠실로;00062;00000;11710;01;0;3123015; 잠실동;0035;0000;11710;10100;1;트리지움;8;24;11710-6028;84,9500;35;11710;18;6506;2019-08-24
